city,area_sqft,bedrooms,bathrooms,age_years,parking,furnishing,floor,total_floors,gym,swimming_pool,security,near_school,near_hospital,near_market,price
Jaipur,1475.6118677496916,2,1,5.300396066635809,2,Fully Furnished,Ground,3,0,0,1,0,1,0,10356849.0
Chennai,876.8032507304189,1,2,15.665341983782342,1,Unfurnished,Top,5,0,0,2,1,0,0,7036811.0
Delhi,929.0069646536593,2,2,3.329026499443444,1,Semi Furnished,Ground,2,1,1,1,1,1,0,12702877.0
Kolkata,1674.0476458936723,1,3,2.187512137920667,0,Semi Furnished,Mid,2,1,1,2,1,0,0,16484934.0
Bangalore,1304.350055050811,3,4,6.699607412456783,1,Unfurnished,Top,2,0,0,1,1,0,0,18007462.0
Delhi,1451.6730451909295,3,2,7.394873838745697,0,Semi Furnished,Top,2,0,0,2,0,1,0,22110388.0
Mumbai,2306.3901163485198,2,1,21.46998033428236,2,Fully Furnished,Mid,3,0,0,1,0,1,1,31636568.0
Lucknow,1150.3779678854623,2,1,9.244979786100476,2,Semi Furnished,Ground,2,0,0,1,0,1,0,6710752.0
Delhi,1529.9814288478533,4,3,1.2708718220097421,1,Semi Furnished,Ground,4,1,0,2,1,0,1,25237069.0
Hyderabad,2209.9222436865266,3,3,15.076808624520545,2,Semi Furnished,Mid,1,1,0,1,1,0,0,21106559.0
Ahmedabad,1635.2567377332,3,2,9.502054806251712,1,Fully Furnished,Top,2,0,0,0,1,0,1,15207086.0
Bangalore,696.698632320997,3,2,6.043996757285629,0,Semi Furnished,Mid,4,0,0,0,1,0,1,8553463.0
Jaipur,1752.6945058660683,2,3,24.308909300236234,1,Fully Furnished,Top,3,1,0,1,1,0,1,12760529.0
Jaipur,918.4985711082779,5,2,2.515362864435126,2,Unfurnished,Ground,4,0,0,1,0,1,0,6747388.0
Delhi,2203.4037643664824,3,2,36.66436318734849,1,Fully Furnished,Ground,2,0,0,0,0,0,1,21299223.0
Ahmedabad,1088.5661975010112,2,2,6.09836910761538,1,Unfurnished,Ground,2,1,0,1,0,0,0,7712135.0
Lucknow,2858.437593116735,3,2,9.268966159771,1,Unfurnished,Ground,4,0,0,0,1,1,0,16184127.0
Kolkata,2233.687994163839,3,3,39.72543638847209,1,Fully Furnished,Mid,3,0,0,2,1,1,0,16679000.0
Chennai,1101.6937151860106,2,3,21.484435664218882,0,Fully Furnished,Ground,2,1,1,1,0,1,1,10356067.0
Lucknow,1510.0069025008052,4,3,1.1581155009471846,1,Unfurnished,Mid,2,0,1,1,1,1,1,11564848.0
Kolkata,1876.8221408167317,4,2,12.951805038813212,1,Unfurnished,Mid,2,0,0,2,1,0,1,14444347.0
Chennai,1891.8302371133539,2,3,5.5738458105134585,1,Semi Furnished,Mid,4,0,1,0,0,0,0,18606408.0
Ahmedabad,1721.1681299880986,3,2,10.65404149421484,1,Fully Furnished,Top,3,0,0,1,0,1,0,13895547.0
Chennai,2126.079518483055,4,2,20.37838111161365,1,Unfurnished,Ground,3,0,0,0,0,1,0,15226741.0
Lucknow,1438.5155266828153,2,3,10.282832294237835,0,Fully Furnished,Top,4,1,0,0,0,0,0,10057657.0
Hyderabad,1316.6411657119834,3,2,1.1050513404572828,2,Fully Furnished,Top,4,1,0,0,0,0,0,13650021.0
Delhi,1326.5680060376947,3,2,11.324717030556306,1,Unfurnished,Mid,4,0,0,2,0,1,1,15947599.0
Kolkata,1929.1866159860635,3,4,0.3663833471576575,1,Unfurnished,Ground,3,0,0,0,1,1,1,16982214.0
Hyderabad,1682.590520151323,3,4,6.425081444198846,0,Fully Furnished,Mid,2,0,1,1,1,0,0,19895540.0
Kolkata,1645.6418328451282,3,2,9.752192487637604,0,Semi Furnished,Ground,3,0,1,0,0,1,1,12640689.0
Delhi,1897.617124628591,5,1,15.520775583604289,0,Unfurnished,Top,2,1,0,1,1,0,1,23650057.0
Pune,474.47379607307244,3,2,10.584576717831695,1,Fully Furnished,Top,4,1,0,1,0,1,1,5775954.0
Chennai,1655.0344119375752,4,3,2.4721788261886113,1,Semi Furnished,Mid,2,0,0,0,1,0,1,18679679.0
Ahmedabad,1609.284444436858,1,2,40.371782596035686,1,Fully Furnished,Ground,2,0,0,1,1,0,0,8763920.0
Pune,2334.4040406503527,2,4,15.760180486715912,2,Fully Furnished,Mid,2,1,0,0,0,1,1,28174996.0
Pune,735.7060088681665,1,1,5.718198806937821,0,Unfurnished,Mid,2,0,0,0,1,1,0,6242105.0
Jaipur,2278.593316188379,3,2,50.69433979274031,0,Semi Furnished,Top,2,1,0,1,1,0,1,13837779.0
Mumbai,1537.7045644623329,2,2,32.12966500022095,0,Fully Furnished,Mid,2,1,0,0,1,0,0,19096988.0
Lucknow,1744.4947653300226,4,2,2.3233408409578753,1,Semi Furnished,Mid,2,0,0,1,1,1,1,13132288.0
Hyderabad,2337.9593938046883,3,3,15.981830849800454,2,Semi Furnished,Ground,2,0,0,0,0,1,0,19060637.0
Hyderabad,1780.3806340027866,1,2,12.317076152700194,2,Unfurnished,Ground,4,1,0,1,0,1,1,13213545.0
Hyderabad,1700.1841447312804,3,2,3.2129229618673794,1,Fully Furnished,Ground,1,0,1,1,0,0,0,18468175.0
Hyderabad,1621.1455929011593,4,2,3.988322230448315,1,Fully Furnished,Mid,2,0,0,1,0,1,1,19270436.0
Lucknow,1258.2609325028116,3,3,12.44391453294294,2,Unfurnished,Ground,3,0,0,1,0,0,1,7902358.0
Pune,1485.7554377448037,1,2,5.813382202500835,1,Unfurnished,Mid,4,0,0,2,0,0,0,12297364.0
Lucknow,1142.2436169386256,4,3,27.011830452955667,0,Fully Furnished,Ground,2,0,0,0,1,0,1,6706905.0
Hyderabad,1477.716550287259,3,2,1.5427755688044655,1,Unfurnished,Ground,2,0,0,1,1,1,0,11401139.0
Mumbai,400.0,3,2,36.8064881204379,1,Fully Furnished,Ground,4,0,0,0,0,0,0,4398300.0
Bangalore,1714.5197837837743,3,1,27.54061308427068,1,Semi Furnished,Mid,2,0,0,2,0,0,1,15699903.0
Delhi,1439.1313731081873,3,1,20.12689976645695,0,Semi Furnished,Top,4,1,0,0,0,1,0,16236866.0
Hyderabad,1331.898131666618,4,2,4.568705739520658,1,Unfurnished,Top,3,0,0,1,1,0,1,13911574.0
Ahmedabad,1609.8790419700715,2,4,18.82677354163913,1,Semi Furnished,Mid,3,1,0,2,0,0,1,11762112.0
Bangalore,783.2180385172796,2,1,8.664361239433282,0,Fully Furnished,Mid,3,0,0,0,0,1,0,9354554.0
Lucknow,2464.634998310641,4,2,15.066910219256787,1,Semi Furnished,Top,2,0,0,2,0,0,1,16140034.0
Ahmedabad,1448.6162692562002,1,2,5.621589073048611,0,Semi Furnished,Mid,2,0,0,0,1,0,0,10010126.0
Ahmedabad,1427.0777835139052,4,2,27.105337222373223,1,Semi Furnished,Ground,2,0,0,1,0,1,1,9016023.0
Kolkata,1017.3018949335388,3,3,0.6213341716735368,0,Fully Furnished,Top,3,0,0,1,1,0,1,10442213.0
Ahmedabad,1511.9731912246307,3,3,17.638544451333008,2,Unfurnished,Mid,4,1,0,1,0,0,0,10101529.0
Hyderabad,2193.4799451366403,2,1,26.45906333066859,0,Fully Furnished,Mid,2,1,0,1,1,1,1,18547239.0
Kolkata,2017.958104716017,4,3,15.595026938849319,1,Unfurnished,Top,1,0,0,2,0,0,1,17039038.0
Jaipur,1927.218875570278,3,2,3.1977457482108473,0,Semi Furnished,Mid,3,0,0,0,0,0,1,13984538.0
Pune,1773.199475833636,4,2,5.0316878283483435,0,Semi Furnished,Top,2,0,0,0,1,0,0,18338298.0
Ahmedabad,1320.728736218695,3,2,10.851167070610238,1,Semi Furnished,Mid,1,1,0,0,0,0,1,9374422.0
Mumbai,774.918416481649,2,3,5.9948342972948065,0,Fully Furnished,Mid,4,0,0,1,0,0,0,11780282.0
Delhi,1399.4806140666824,3,2,0.07392820600469707,1,Semi Furnished,Top,4,0,0,1,1,0,0,22420269.0
Ahmedabad,1382.0642677331614,3,2,0.6229291686719585,0,Fully Furnished,Top,4,1,0,0,0,0,1,14022839.0
Jaipur,2024.3972198356205,3,2,21.900303943954217,1,Fully Furnished,Ground,2,0,0,1,0,1,1,12734285.0
Chennai,1654.6952212299102,4,2,1.3112894210737698,1,Unfurnished,Mid,2,0,0,2,0,0,1,16275675.0
Lucknow,2306.155763951774,3,2,39.470891348668005,2,Unfurnished,Mid,3,0,0,1,1,1,0,11764439.0
Lucknow,2098.7442700190873,3,2,8.770754757166818,1,Unfurnished,Top,2,0,0,2,0,0,1,14189954.0
Jaipur,1271.7521952479522,5,3,21.293836249337367,2,Unfurnished,Ground,2,0,0,0,1,1,0,7948369.0
Chennai,602.4354016900659,2,2,2.0116236028553742,2,Fully Furnished,Top,3,1,0,2,0,1,1,8272915.0
Lucknow,2192.7876169707406,4,2,39.15856246932867,0,Fully Furnished,Mid,4,1,1,1,0,1,0,14651977.0
Lucknow,2179.6926116153722,3,3,0.5159034845229138,2,Unfurnished,Top,3,0,0,1,0,1,0,15195284.0
Lucknow,816.8942045488869,3,3,0.6457602795129056,1,Unfurnished,Mid,2,1,0,0,0,0,1,5280862.0
Jaipur,2254.6200099137504,2,2,0.8419817956359368,0,Unfurnished,Mid,3,0,0,1,1,1,1,16707921.0
Pune,1691.058585296259,3,2,1.637318241378351,2,Unfurnished,Top,3,1,0,1,1,0,0,21220690.0
Delhi,1580.3427490628264,1,3,10.007269621363093,0,Unfurnished,Mid,1,0,0,0,1,0,0,15994767.0
Jaipur,2307.3916271236635,5,2,23.28710741193201,1,Unfurnished,Mid,3,1,1,0,0,0,0,14257340.0
Chennai,2172.3425866153075,4,2,5.030996639274917,1,Unfurnished,Ground,3,0,0,2,1,0,1,19066881.0
Ahmedabad,1825.6654759976018,2,1,20.543141145076397,1,Semi Furnished,Ground,2,0,0,0,1,0,1,11995382.0
Pune,1736.6085329059915,5,4,22.312351739596554,1,Unfurnished,Mid,3,1,0,1,0,1,0,16496861.0
Pune,1808.1971452651796,3,1,35.834785641961766,0,Unfurnished,Mid,2,0,0,1,1,1,0,12530917.0
Ahmedabad,1299.971283058737,4,2,2.4263515969164526,1,Fully Furnished,Mid,4,1,0,2,0,1,0,13511029.0
Mumbai,1472.4492751338396,2,2,2.1846583885029114,0,Unfurnished,Ground,3,0,0,1,1,0,0,19251113.0
Kolkata,1048.8414227027288,3,3,1.9532543237136468,0,Unfurnished,Mid,3,0,0,0,0,0,1,7546159.0
Delhi,1333.4801121305406,3,2,6.678157635156366,2,Unfurnished,Ground,2,0,0,1,0,0,0,14876258.0
Delhi,1316.6830606655335,2,3,10.08290365577743,1,Fully Furnished,Ground,5,1,0,1,1,0,1,19672465.0
Mumbai,1182.3473151891676,3,3,9.28756314583183,1,Fully Furnished,Mid,5,1,0,1,1,1,0,23638615.0
Kolkata,1568.3732513242317,3,2,4.456872356454485,0,Semi Furnished,Ground,2,0,0,0,1,0,0,11805389.0
Delhi,1338.0095746497113,2,3,14.592107758874068,1,Fully Furnished,Mid,4,0,0,1,0,0,0,17436040.0
Chennai,1751.117360175987,3,1,6.193547218803305,0,Fully Furnished,Top,3,1,0,2,1,1,0,22619212.0
Bangalore,688.8396933531174,5,3,6.837558437055341,1,Semi Furnished,Top,4,1,0,2,0,0,1,11321774.0
Bangalore,1443.3226029463501,2,3,1.6728597764610995,0,Fully Furnished,Top,1,1,0,0,0,1,0,21690885.0
Delhi,1565.7758200887479,2,3,13.455828947313643,1,Semi Furnished,Top,1,0,1,0,0,0,1,20656028.0
Hyderabad,1344.6853800815597,3,3,15.975358112652058,1,Semi Furnished,Mid,3,1,0,1,1,1,0,13216158.0
Delhi,1413.8036500953845,3,3,21.279178101104698,2,Fully Furnished,Top,1,0,1,1,0,0,1,21223221.0
Ahmedabad,707.3769946350714,3,2,35.15254593291726,0,Fully Furnished,Mid,4,1,0,1,1,0,1,5163756.0
Ahmedabad,1678.2385523347461,4,2,21.786798076125347,0,Semi Furnished,Mid,4,0,0,2,1,0,0,10897098.0
Kolkata,1823.8029912835352,1,2,4.032780458669659,2,Semi Furnished,Mid,3,1,0,2,1,0,0,15689394.0
Lucknow,1746.7686471018835,3,1,4.031043445367287,1,Semi Furnished,Mid,1,1,0,2,1,0,0,11922362.0
Pune,2019.3635297210915,4,3,36.99195568733453,1,Semi Furnished,Mid,3,0,1,0,1,0,1,19329103.0
Chennai,1600.764802891251,4,1,23.41925993191728,1,Fully Furnished,Ground,1,1,0,2,1,1,0,15661371.0
Mumbai,1739.3405903254686,3,1,22.86586904795053,1,Unfurnished,Top,4,0,0,2,0,0,0,19831051.0
Delhi,1578.0453692284261,2,3,19.079153338396495,0,Semi Furnished,Ground,3,1,0,0,1,1,0,18489833.0
Lucknow,1843.7753597962471,3,3,4.663277744223124,0,Fully Furnished,Ground,2,0,0,1,1,0,1,13219053.0
Lucknow,711.385181933939,2,3,28.200044055732047,1,Semi Furnished,Top,3,0,0,0,0,0,1,3367990.0
Chennai,1053.2095160109945,3,3,2.3127420715510874,2,Unfurnished,Mid,2,0,1,2,0,0,1,10970675.0
Mumbai,2293.4498285165455,2,2,6.46215011530458,1,Fully Furnished,Mid,2,1,0,0,0,0,1,31655517.125
Ahmedabad,400.0,2,3,6.380606806955502,1,Fully Furnished,Top,1,0,0,1,0,0,0,3544309.0
Jaipur,1429.911035087328,3,2,12.319213788588712,0,Unfurnished,Top,4,0,0,1,1,1,0,9106218.0
Chennai,2086.1374798040342,3,4,9.338752719128683,1,Unfurnished,Top,3,0,0,2,1,1,1,22321273.0
Lucknow,1453.3696672291178,3,1,9.237463401852366,2,Fully Furnished,Ground,2,0,0,1,1,1,1,9622074.0
Bangalore,1297.4944642746514,3,3,12.097171679036343,2,Unfurnished,Ground,1,1,1,0,0,0,0,15113243.0
Delhi,1564.7108384076503,3,2,8.052884928703286,1,Fully Furnished,Top,3,0,0,2,1,0,1,25812553.0
Kolkata,1323.4399099987768,3,2,4.314895716880552,1,Unfurnished,Top,3,0,0,1,0,1,0,11378373.0
Bangalore,1515.4247463784695,3,3,16.365051939668653,1,Semi Furnished,Top,2,0,0,1,1,1,0,18138983.0
Lucknow,1158.309481739935,3,3,23.45502593304344,1,Semi Furnished,Top,3,0,0,1,0,0,0,6891416.0
Pune,2054.337209977862,3,3,9.779959907593414,1,Fully Furnished,Ground,2,0,0,2,0,0,0,23899601.0
Hyderabad,2211.6324605328305,3,2,15.72519906340794,1,Fully Furnished,Top,4,1,0,1,0,1,1,24267824.0
Mumbai,1433.3048389441888,3,2,11.4974914494435,0,Fully Furnished,Top,2,1,0,0,1,0,1,22928756.0
Ahmedabad,806.7552896543783,3,1,0.9121253195992161,0,Semi Furnished,Top,4,1,0,2,1,0,1,7932363.0
Delhi,1238.0784148433024,3,1,8.250896255806023,0,Semi Furnished,Top,3,1,1,0,0,0,0,17481653.0
Kolkata,1408.0056699485178,4,2,0.14852034854073823,0,Fully Furnished,Mid,4,1,0,1,0,0,1,14485153.0
Jaipur,1752.769438451604,3,3,16.26528423111598,0,Unfurnished,Mid,3,1,1,1,0,1,0,11421856.0
Ahmedabad,995.993388414661,3,2,10.64407210767875,0,Fully Furnished,Top,4,1,1,0,0,0,1,9739791.0
Delhi,1115.4188406789247,3,3,2.0344015418481303,0,Fully Furnished,Ground,1,0,0,0,1,0,1,15872665.0
Jaipur,1755.3380689294038,2,2,11.719565619699253,0,Fully Furnished,Mid,2,0,1,0,0,0,0,12763603.0
Kolkata,1969.4544160197788,3,2,34.30451567864465,1,Unfurnished,Ground,2,0,0,2,0,0,1,11788494.0
Lucknow,1189.2029774146579,3,1,6.24388955329524,1,Semi Furnished,Mid,2,1,0,1,0,1,1,7297023.0
Hyderabad,833.391473024502,1,3,60.571249558609146,2,Unfurnished,Mid,4,0,0,0,0,1,1,5013680.0
Bangalore,2858.437593116735,3,3,48.05238640458824,1,Semi Furnished,Top,2,0,0,1,0,0,1,31655517.125
Bangalore,1891.6521185443567,3,2,23.078391269735256,0,Semi Furnished,Top,5,1,0,1,1,0,1,20667430.0
Lucknow,1366.4981191164843,5,2,25.214006925215113,1,Unfurnished,Top,3,1,0,0,0,0,0,7706629.0
Ahmedabad,1934.5156377654198,4,2,7.928362633037475,2,Semi Furnished,Ground,4,0,1,1,0,1,1,17314277.0
Lucknow,1437.771685142789,2,3,7.726046644226057,1,Unfurnished,Ground,2,0,0,0,0,1,1,8129183.0
Lucknow,1933.578444550093,3,3,46.31684447097667,0,Semi Furnished,Ground,2,1,1,1,0,0,1,10465422.0
Delhi,1579.696598888111,2,2,6.840238715184069,2,Fully Furnished,Top,1,1,1,2,1,1,1,31655517.125
Delhi,1545.6359490837867,2,2,1.528379554882555,0,Semi Furnished,Mid,3,1,0,1,0,0,0,20613052.0
Kolkata,1443.2090658846057,4,2,2.4855261012467516,2,Unfurnished,Mid,5,1,0,1,1,0,1,13982476.0
Hyderabad,776.3093332684551,2,1,18.588765678721494,2,Semi Furnished,Mid,2,0,1,1,0,0,1,6298690.0
Delhi,2469.04744969657,2,1,7.242830342784589,1,Fully Furnished,Top,4,0,0,1,0,1,0,31655517.125
Kolkata,1029.2330398661284,4,2,3.334836572402173,1,Unfurnished,Mid,2,0,0,0,1,0,0,7679690.0
Pune,819.9882118447027,4,1,25.21289130067963,0,Fully Furnished,Mid,5,0,0,0,0,1,1,7399127.0
Lucknow,1393.5700586218163,4,2,10.061203969905158,1,Fully Furnished,Ground,4,1,0,1,1,0,0,10373386.0
Lucknow,1019.2640932447466,4,2,12.577492364023225,1,Fully Furnished,Ground,2,0,0,1,0,1,0,6929059.0
Ahmedabad,1474.1436047198645,3,2,2.5076408503191083,1,Unfurnished,Top,4,0,0,1,0,0,1,11660391.0
Pune,1843.8819242808843,2,2,3.211906109407559,0,Semi Furnished,Mid,3,1,0,0,0,1,1,17787851.0
Ahmedabad,1997.6514502646114,3,3,2.017652992046275,0,Fully Furnished,Top,4,1,0,1,1,1,1,21819089.0
Jaipur,1907.365360810841,3,2,10.839962251491263,1,Unfurnished,Ground,1,0,0,1,1,1,1,12517809.0
Kolkata,1347.1839726071598,3,2,22.41868800853102,1,Semi Furnished,Mid,4,0,0,1,0,0,0,8923736.0
Kolkata,1524.7959138307929,4,3,19.767498121915057,1,Semi Furnished,Mid,2,1,0,1,1,1,0,12631652.0
Lucknow,1703.9395254487454,3,3,4.541546227961488,1,Unfurnished,Ground,3,0,0,0,1,0,1,10190019.0
Chennai,621.1062880289637,2,2,28.612625153357804,1,Unfurnished,Mid,2,0,1,0,1,0,0,4471109.0
Jaipur,1785.2923500599297,2,1,1.675053168794365,1,Semi Furnished,Top,3,1,0,0,0,0,0,12487630.0
Kolkata,771.3503562080842,2,3,1.8164209441487023,1,Semi Furnished,Mid,4,1,0,1,0,1,1,7772636.0
Delhi,2520.173299453245,4,3,28.38738887745527,1,Fully Furnished,Ground,2,0,1,1,0,0,1,31655517.125
Lucknow,1297.7424576791523,3,1,4.2040354793801775,2,Semi Furnished,Ground,4,0,0,1,1,0,0,8650796.0
Ahmedabad,1407.5624114027044,3,1,18.470974254762282,1,Fully Furnished,Top,3,1,1,2,0,0,1,13581272.0
Pune,1115.1464503810723,3,3,0.13681593948026707,2,Fully Furnished,Top,2,1,0,0,0,0,1,16633074.0
Ahmedabad,1185.0149840721551,3,2,1.474136554577956,1,Semi Furnished,Ground,1,0,0,0,0,1,1,9577465.0
Bangalore,2637.04678457162,4,3,14.096795658248713,0,Unfurnished,Top,3,0,0,1,0,0,1,28224675.0
Chennai,1970.1848443116487,3,2,3.0210236100938173,1,Semi Furnished,Ground,2,0,0,1,1,0,1,19217124.0
Kolkata,725.3987774260809,4,3,0.42929010864038114,0,Fully Furnished,Top,4,0,1,1,0,0,0,9005217.0
Hyderabad,2252.106450342615,5,1,9.437009492295438,2,Semi Furnished,Ground,2,1,0,0,0,0,1,20095753.0
Mumbai,2096.6211375707157,5,2,6.018820996614058,1,Semi Furnished,Top,3,0,0,0,0,0,0,31655517.125
Chennai,1359.3937688558558,3,4,24.31180061253834,1,Unfurnished,Top,3,1,0,1,0,0,1,12289700.0
Lucknow,1653.3484710149187,4,2,25.62470839837769,1,Fully Furnished,Top,2,1,0,1,1,0,1,11610362.0
Kolkata,1492.527960289463,3,1,14.295220195284458,0,Fully Furnished,Top,4,1,0,0,0,0,0,13355205.0
Pune,2486.289952223466,4,3,5.201585189604487,1,Fully Furnished,Mid,2,0,0,0,0,1,1,31201334.0
Kolkata,1101.8549055039548,4,1,9.288045041036426,1,Fully Furnished,Ground,4,0,0,0,0,1,1,9462248.0
Mumbai,1573.0053048878635,4,1,18.17281969674807,2,Unfurnished,Ground,2,0,0,0,0,1,1,18059158.0
Pune,1285.9273345035976,4,2,1.0774121678499464,1,Unfurnished,Mid,1,0,0,1,1,1,0,13112379.0
Ahmedabad,783.4797976910729,3,2,6.063172899930043,1,Fully Furnished,Top,4,0,0,1,1,0,0,7701603.0
Pune,2595.8191275274935,2,3,25.920762899793075,2,Semi Furnished,Top,3,0,0,1,1,0,1,21272179.0
Chennai,909.2167104487938,3,3,7.8138601754232,0,Fully Furnished,Ground,3,1,0,0,0,0,1,9055413.0
Ahmedabad,1610.064593743888,4,2,14.69916512254012,0,Semi Furnished,Ground,2,0,0,2,1,0,0,11323600.0
Kolkata,629.6496968098323,2,2,1.5194379656023353,0,Fully Furnished,Ground,2,0,0,0,0,1,0,5039624.0
Lucknow,1300.4647303784534,3,2,22.511845432828974,2,Unfurnished,Mid,3,0,0,2,1,1,0,7178566.0
Jaipur,1710.9844107167287,3,3,1.58816790748461,0,Unfurnished,Ground,3,0,0,0,0,1,1,11172504.0
Lucknow,1087.6330102488187,3,3,29.656009694421627,1,Fully Furnished,Mid,2,0,0,0,0,0,0,6014300.0
Kolkata,1793.4009253678275,4,3,1.6908305944523652,1,Semi Furnished,Mid,2,1,0,1,0,1,0,17986095.0
Mumbai,1365.4794540559587,3,4,33.23136084389046,0,Semi Furnished,Ground,4,0,0,1,0,1,0,15065952.0
Jaipur,2080.0412561993066,4,2,6.782924221673971,2,Semi Furnished,Ground,4,0,0,2,1,0,0,16310410.0
Kolkata,2180.880456670112,3,2,14.693679801034987,1,Unfurnished,Ground,2,1,0,1,1,0,0,16812267.0
Hyderabad,1206.627619634994,4,2,28.11576139244571,1,Semi Furnished,Top,4,1,0,2,0,1,1,10283545.0
Chennai,1538.3664296964785,2,2,0.15441337767774094,0,Semi Furnished,Top,2,0,0,2,1,1,1,15796708.0
Hyderabad,1591.7271132361163,2,1,4.632424522338459,1,Semi Furnished,Top,4,1,0,1,1,1,0,15666145.0
Ahmedabad,1809.6746477173492,4,3,35.84476328346685,1,Unfurnished,Ground,2,1,1,2,0,0,1,12025163.0
Bangalore,1507.190998122133,3,2,7.3696607782796555,1,Fully Furnished,Mid,4,0,0,1,0,1,0,20576589.0
Kolkata,1595.105479671421,3,2,18.381824835018268,1,Unfurnished,Mid,3,1,1,0,0,0,0,12252432.0
Delhi,1378.2967626024401,3,2,2.262553629239851,0,Unfurnished,Top,2,1,0,0,1,0,0,17642338.0
Delhi,1557.6199334860091,3,3,17.015376622596666,2,Fully Furnished,Mid,3,0,0,0,0,0,1,21358202.0
Pune,2148.9700967675662,3,1,1.1396310330890025,1,Fully Furnished,Top,2,0,0,1,1,1,1,27414871.0
Lucknow,1823.0416206059272,2,2,18.951869183952706,1,Semi Furnished,Mid,2,1,1,0,0,0,1,11531270.0
Lucknow,1850.6278197216845,3,2,5.869105733130345,0,Semi Furnished,Ground,3,1,0,2,1,0,0,12263554.0
Lucknow,1861.535162067789,3,3,9.406112883478986,1,Fully Furnished,Ground,5,1,0,2,0,0,1,12800777.0
Hyderabad,1423.0956110594823,3,2,2.7275083932269784,0,Semi Furnished,Mid,4,0,1,1,1,1,0,13929197.0
Chennai,1659.4135217897651,3,3,14.826834611168325,1,Fully Furnished,Top,4,1,0,2,0,0,0,19224887.0
Kolkata,957.4131608321277,5,2,6.17755211266839,1,Semi Furnished,Ground,4,1,0,2,1,1,0,8468578.0
Mumbai,2134.4038281584785,3,4,7.252413438579974,2,Unfurnished,Mid,3,0,0,0,1,0,1,30195398.0
Pune,400.0,4,3,15.841610024794896,2,Semi Furnished,Top,2,0,0,0,0,1,0,3985927.0
Ahmedabad,1456.4258038322873,3,2,2.955955250795333,1,Fully Furnished,Mid,4,1,0,1,0,0,1,13874667.0
Jaipur,2070.447988575137,3,2,28.659046480919244,1,Fully Furnished,Top,1,0,0,0,1,1,1,14524384.0
Ahmedabad,818.0660331853293,2,2,20.16499220324406,1,Unfurnished,Mid,5,0,0,1,0,0,1,4417334.0
Kolkata,1699.8899588084255,2,3,12.931655498139952,0,Semi Furnished,Mid,3,0,0,1,1,0,1,12743446.0
Bangalore,1159.6167767104866,3,2,2.0602182855138675,2,Fully Furnished,Ground,3,0,0,2,1,0,1,18131235.0
Lucknow,1315.5983674055656,3,2,17.428539168158267,1,Semi Furnished,Top,2,0,0,0,0,1,1,7842853.0
Jaipur,1972.970480319719,4,2,0.27397753982912626,1,Fully Furnished,Ground,2,1,0,2,0,0,1,16860690.0
Hyderabad,1599.028462942575,3,3,24.474930855920864,2,Semi Furnished,Ground,3,1,0,0,1,0,1,11930661.0
Kolkata,482.8220660578187,4,1,5.431724930613956,2,Unfurnished,Ground,2,0,0,2,0,0,1,3819407.0
Bangalore,1011.7872301342009,5,1,1.8700453298549748,1,Semi Furnished,Mid,2,1,0,0,1,0,0,14130009.0
Hyderabad,1987.6678674443797,2,1,2.695675654132359,1,Semi Furnished,Mid,2,0,0,0,0,1,0,17345914.0
Bangalore,1724.4713590964989,3,2,49.507145574185124,2,Fully Furnished,Ground,3,1,0,1,0,0,0,15870189.0
Lucknow,2374.0677862621424,3,2,22.297052963998297,1,Semi Furnished,Top,3,0,1,2,1,1,1,17322571.0
Hyderabad,2341.3237970066484,3,3,4.074610851210536,2,Fully Furnished,Mid,3,1,1,1,1,0,1,29664244.0
Chennai,1328.877434926604,2,2,49.642779137399046,0,Fully Furnished,Ground,1,0,0,0,1,0,0,9653818.0
Delhi,2751.618902534744,4,1,2.2643958817193655,1,Semi Furnished,Mid,3,1,0,2,0,0,0,31655517.125
Ahmedabad,1512.2398349259554,5,2,19.83724723556768,1,Fully Furnished,Ground,2,0,0,1,0,0,0,11338344.0
Chennai,1018.6657327954872,4,4,16.03899021606332,1,Unfurnished,Mid,2,1,0,1,1,0,0,9153799.0
Jaipur,1183.1800670447114,3,2,25.845548393051097,2,Semi Furnished,Ground,3,0,0,0,0,1,0,5733157.0
Pune,400.0,3,4,7.2116914997413915,1,Unfurnished,Top,3,0,0,0,1,1,0,4175792.0
Delhi,2303.5095041246404,3,1,7.708341143291678,2,Semi Furnished,Top,3,0,0,1,0,1,0,31433494.0
Chennai,2297.380994521932,3,2,14.695129523759343,1,Fully Furnished,Top,3,1,0,1,1,1,1,28544885.0
Kolkata,992.2462805933395,3,3,7.6175952161288265,0,Unfurnished,Top,3,1,0,0,0,0,1,8178828.0
Bangalore,1386.057855809047,2,2,0.6334524813872733,0,Unfurnished,Top,2,0,0,2,1,0,1,16583362.0
Jaipur,1547.8037720562888,4,3,19.623788108641044,0,Fully Furnished,Ground,2,0,0,0,0,1,0,12196791.0
Kolkata,1019.8234739289431,4,3,15.364239893892144,1,Semi Furnished,Mid,1,0,0,0,1,0,1,8043619.0
Delhi,622.4489843644192,3,2,8.267237303626708,0,Semi Furnished,Ground,5,1,0,2,0,1,1,8313037.0
Bangalore,1394.8211981115442,4,3,5.410880484924003,1,Semi Furnished,Top,2,1,0,0,0,1,1,22831117.0
Jaipur,1339.4602852703765,2,2,5.800956903059458,1,Semi Furnished,Ground,4,1,0,0,0,0,1,8955395.0
